Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars
E-Z Roll,"E-Z Roll" 22" Fashionable Polka Dots Rolling Duffel Bag with 3 Colors,36.99,Black/Pink Dots; Brown/Aqua Dots; Red/Black Dots,NA,NA,NA,Product Dimensions:  22 x 11.5 x 11 inches; Shipping Weight:  6 pounds (View shipping rates and policies); ASIN:  B01GU938DK; ; Item model number:  06022PD; Date first available at Amazon.com:  June 9 2016; Amazon Best Sellers Rank:  #1987691 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2696 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2696 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
,Travelon Convertible Crossbody Duffel,15.54,Black; Charcoal; Lime; Royal Blue,4 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  4 x 11 x 9.2 inches; Shipping Weight:  12.8 ounces (View shipping rates and policies); ASIN:  B00ICD5U4S; ; Item model number:  42818 500; Date first available at Amazon.com:  May 3 2014; Amazon Best Sellers Rank:  #908386 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1217 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Accessories > Packing Organizers; #1217 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Accessories > Packing Organizers; Average Customer Review: 4 customer reviews,5 star (50%),4 star (50%),N/A,N/A,N/A
peacechaos,Oversize Genuine Leather Weekend Duffel Bag Canvas Holdall Travel Tote Luggage,45.95,Army Green; Grey,1 customer review,5.0 out of 5 stars,NA,Package Dimensions:  8 x 6 x 2 inches; Shipping Weight:  1.8 pounds (View shipping rates and policies); ASIN:  B074TG5WHS; ; Date first available at Amazon.com:  August 15 2017; Amazon Best Sellers Rank:  #1389995 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1949 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1949 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
,Pacsafe Toursafe Lifestyle Weekender Bag,NA,Black; Jungle Green,7 customer reviews,4.5 out of 5 stars,NA,Package Dimensions:  22.4 x 16.3 x 3.9 inches; Shipping Weight:  3.5 pounds; ASIN:  B00H7XP724; ; Item model number:  50220507; Date first available at Amazon.com:  May 13 2014; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #1273581 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1324 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #1324 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 7 customer reviews,5 star (43%),4 star (57%),N/A,N/A,N/A
,World Traveler Value Series Blue Moon 19-Inch Pink Butterfly Duffel Bag,29.99,,NA,NA,NA,Product Dimensions:  19 x 10 x 12 inches; Shipping Weight:  1.85 pounds (View shipping rates and policies); ASIN:  B071CPGFF8; ; Item model number:  81T19-196; Date first available at Amazon.com:  November 12 2017; Amazon Best Sellers Rank:  #816047 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1156 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1156 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Gbag (T),25 Inch Large Leather Duffel Travel Duffle Gym Sports Overnight Weekender Bag,58.99,,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  24 x 11 x 11 inches; Shipping Weight:  4.35 pounds (View shipping rates and policies); ASIN:  B06XB9VSBH; ; Item model number:  LYSB06XB9VSBH-OFFSUPPLIES; Date first available at Amazon.com:  February 25 2017; Amazon Best Sellers Rank:  #1330997 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1873 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1873 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
,Steve Madden Women's Bkwilty Weekender,NA,Black; Palm,4 customer reviews,5.0 out of 5 stars,NA,Product Dimensions:  8 x 13 x 11 inches; Shipping Weight:  2.4 pounds; ASIN:  B01IEA8TQ4; ; Item model number:  BKWILTY-680; Date first available at Amazon.com:  August 30 2016; Amazon Best Sellers Rank:  #885300 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1250 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1250 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 4 customer reviews,5 star (100%),N/A,N/A,N/A,N/A
,J World New York Vinewood Rolling Duffel,59.99,Block Pink; Cross; Hawaii; Paisley; Tartan Grey,24 customer reviews,3.7 out of 5 stars,NA,Product Dimensions:  28 x 15 x 15 inches; Shipping Weight:  8.1 pounds (View shipping rates and policies); ASIN:  B005N0TEJU; ; Item model number:  SDS-05 BLOCK PINK; Date first available at Amazon.com:  August 12 2011; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #708027 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1013 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1013 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 24 customer reviews,5 star (50%),4 star (21%),3 star (13%),2 star (12%),1 star (4%)
SatchelandFable,24" Men's Genuine Leather Vintage Duffle Gym Large Travel Weekend Luggage Bag,96.00,,1 customer review,2.0 out of 5 stars,NA,Product Dimensions:  24 x 10 x 10 inches; Shipping Weight:  3.35 pounds (View shipping rates and policies); ASIN:  B01N5FZ3TQ; ; Item model number:  10427563; Date first available at Amazon.com:  December 16 2016; Amazon Best Sellers Rank:  #2024932 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2735 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2735 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,N/A,N/A,N/A,2 star (100%),N/A
Hell Blues,HB 22 inch Men's Genuine Leather Vintage Duffle Gym Large Travel Weekend Luggage Bag,61.00,,NA,NA,NA,Package Dimensions:  20 x 13.3 x 1.8 inches; Shipping Weight:  2.95 pounds (View shipping rates and policies); ASIN:  B075FSND8C; ; Date first available at Amazon.com:  September 7 2017; Amazon Best Sellers Rank:  #5715800 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#6670 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #6670 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Mato,Mato Hemp Duffel Bag Travel Overnight Weekender Luggage Carry On Handbag Brown Suede Leather,49.99,,NA,NA,NA,Package Dimensions:  14.9 x 11.5 x 3.9 inches; Shipping Weight:  1.55 pounds (View shipping rates and policies); ASIN:  B077T91K22; ; Date first available at Amazon.com:  November 29 2017; Amazon Best Sellers Rank:  #1310082 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1830 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1830 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
,Tommy Bahama Tumbler 20" Clamshell Duffle,47.96,Orange/Grey/Blue; Red/Navy/Light Blue,2 customer reviews,5.0 out of 5 stars,NA,Product Dimensions:  20.5 x 11.5 x 11.5 inches; Shipping Weight:  2.65 pounds (View shipping rates and policies); ASIN:  B015DC04BY; ; Item model number:  4000C04; Date first available at Amazon.com:  November 16 2015; Amazon Best Sellers Rank:  #270024 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#445 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #445 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 2 customer reviews,5 star (100%),N/A,N/A,N/A,N/A
Customized Girl,Cute Custom Cheerleader Name Cheer Bow Bag: Liberty Barrel Duffel Bag,28.97,Hot Pink; Red,1 customer review,5.0 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; ASIN:  B075MLL2WJ; ; Item model number:  3375137No Size_Red; Date first available at Amazon.com:  September 14 2017; Amazon Best Sellers Rank:  #471515 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#716 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #716 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
,Baggallini Large Travel SCLT Duffle Bag,49.99,,2 customer reviews,5.0 out of 5 stars,NA,Product Dimensions:  10 x 20 x 15 inches; Shipping Weight:  1.45 pounds (View shipping rates and policies); ASIN:  B01BTGX4LA; ; Item model number:  ODF104B0660; Date first available at Amazon.com:  July 14 2016; ; Domestic Shipping:  Currently item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments please check with the manufacturer regarding warranty and support issues.; International Shipping:  This item is not eligible for international shipping. Learn More; Average Customer Review: 2 customer reviews,5 star (100%),N/A,N/A,N/A,N/A
LD Bags,Personalized Black and White Polka Dot Duffle Bag 22 Inch,35.00,,4 customer reviews,5.0 out of 5 stars,NA,Shipping Weight:  2 pounds (View shipping rates and policies); ASIN:  B01MQDP9JZ; ; Item model number:  DPLKBLK22YH; Date first available at Amazon.com:  November 3 2016; Amazon Best Sellers Rank:  #197040 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#336 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #336 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 4 customer reviews,5 star (100%),N/A,N/A,N/A,N/A
Lug,Lug Puddle Jumper Packable Black Dot Duffel Bag,35.28,,NA,NA,NA,Product Dimensions:  7 x 13 x 15 inches; Shipping Weight:  10.4 ounces (View shipping rates and policies); ASIN:  B076J2CVF9; ; Item model number:  PJ PACKABLE-BLACK DOT; Date first available at Amazon.com:  October 31 2017; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
,Pink Camo Print Duffle Bag,21.97,,NA,NA,NA,Product Dimensions:  21 x 8.2 x 11 inches; Shipping Weight:  1.4 pounds (View shipping rates and policies); ASIN:  B00C1LPHQI; ; Date first available at Amazon.com:  January 24 2018; Amazon Best Sellers Rank:  #1298756 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1821 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1821 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
BAIGIO,BAIGIO Women's Genuine Leather Travel Duffel Slim Weekend Bag Tote Handbag,115.99,,6 customer reviews,3.9 out of 5 stars,NA,Product Dimensions:  16 x 8.6 x 8.6 inches; Shipping Weight:  3 pounds (View shipping rates and policies); ASIN:  B0192SBQ58; ; Item model number:  521436; Date first available at Amazon.com:  December 8 2015; Amazon Best Sellers Rank:  #1446877 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2022 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2022 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 6 customer reviews,5 star (66%),4 star (17%),N/A,N/A,1 star (17%)
California Pak,CalPak Silver Lake 31-inch Rolling Upright Duffel Bag,63.04,Black; Olive,62 customer reviews,3.4 out of 5 stars,NA,Product Dimensions:  16 x 31 x 16 inches; Shipping Weight:  6.8 pounds (View shipping rates and policies); ASIN:  B00190MHGA; ; Item model number:  FW6031 BLACK; Date first available at Amazon.com:  May 6 2008; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #702968 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1001 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1001 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 62 customer reviews,5 star (40%),4 star (27%),3 star (15%),2 star (3%),1 star (15%)
FAB Starpoint,Nickelodeon Be Your Own Star JoJo Siwa Black Duffle Bag for Girls,16.85,,3 customer reviews,3.5 out of 5 stars,NA,Package Dimensions:  13.8 x 12.2 x 1.9 inches; Shipping Weight:  7.2 ounces (View shipping rates and policies); ASIN:  B076HYNSWN; ; Item model number:  KAC297; Date first available at Amazon.com:  October 17 2017; Amazon Best Sellers Rank:  #271907 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#450 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #450 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 3 customer reviews,5 star (67%),N/A,N/A,N/A,1 star (33%)
allgala,Allgala 17" Fashion Prints Travel Duffel,45.95,Aquatic; Baseball; Bicycles; Bird Aqua; Cactus; Camouflage; Dinosaur; Elephant Blue; Floral Purple; Football Blue; Heart Floral Purple; Mermaid; Monster; Paisley Turquoise; Quartrefoil Black; Seahorse; Seashell; Space Black; Truck; Turtle; Turtle Blue; Whales,NA,NA,NA,Product Dimensions:  17 x 7.5 x 11 inches; Shipping Weight:  2.75 pounds (View shipping rates and policies); ASIN:  B077YW5YM3; ; Date first available at Amazon.com:  December 6 2017; Amazon Best Sellers Rank:  #389255 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#619 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #619 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Superdeals Store,Superdeals Store Gold Ladies Quilted Plaid Travel Overnight Carry On Duffle,34.99,,3 customer reviews,5.0 out of 5 stars,NA,Product Dimensions:  19.5 x 10.5 x 9.5 inches ; 3 pounds; Shipping Weight:  3 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; ASIN:  B0054RDVH8; Item model number:  582678; Average Customer Review: 3 customer reviews; Amazon Best Sellers Rank:  #171001 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#660 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #660 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels,5 star (100%),N/A,N/A,N/A,N/A
,Jack Spade Men's Waxwear Travel Duffle Bag,548.00,,NA,NA,NA,Package Dimensions:  24.1 x 19 x 10.2 inches; Shipping Weight:  6.1 pounds (View shipping rates and policies); ASIN:  B01KKK5MBQ; ; Item model number:  NYRU2506; Date first available at Amazon.com:  January 4 2017; Amazon Best Sellers Rank:  #2197264 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2946 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2946 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Moores and Giles,Moore and Giles Stanley Suit Valet Bag in Waxwear Rangertan,465.00,,NA,NA,NA,Product Dimensions:  24 x 1.5 x 42 inches; Shipping Weight:  1.8 pounds (View shipping rates and policies); ASIN:  B00K2EIDWQ; ; Item model number:  10479093; Date first available at Amazon.com:  May 1 2014; Amazon Best Sellers Rank:  #2147252 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2878 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2878 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
Outdoor Products,Outdoor Products Weather Defense Rafter Duffle,41.99 - 62.77,Black; Red,4 customer reviews,3.3 out of 5 stars,NA,Shipping Information:  View shipping rates and policies; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; ASIN:  B01680V19Y; Item model number:  261-OP-TMPR-Parent; Average Customer Review: 4 customer reviews; Amazon Best Sellers Rank:  #418154 in Sports & Outdoors (See Top 100 in Sports & Outdoors),5 star (25%),4 star (25%),3 star (25%),2 star (25%),N/A
LD Bags,Womens Damask Black/White Duffel Bag 22",30.90,,41 customer reviews,3.9 out of 5 stars,NA,Product Dimensions:  22 x 13 x 11 inches; Shipping Weight:  2.25 pounds (View shipping rates and policies); ASIN:  B00GCCG5VS; ; Item model number:  DDMKBLKT22YH; Date first available at Amazon.com:  December 5 2011; Amazon Best Sellers Rank:  #836642 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1188 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1188 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 41 customer reviews,5 star (66%),4 star (15%),3 star (7%),2 star (2%),1 star (10%)
FEYNSINN,FEYNSINN XL large travel bag carry-all - man weekender duffel bag ASHTON | overnight duffle bag hold-all men´s bag leather | PREMIUM-QUALITY,99.00,,11 customer reviews,3.8 out of 5 stars,NA,Product Dimensions:  23.6 x 13.8 x 7.1 inches; Shipping Weight:  4.1 pounds (View shipping rates and policies); ASIN:  B0051TN54S; ; Item model number:  ASHTON; Date first available at Amazon.com:  May 1 2013; Amazon Best Sellers Rank:  #1294021 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1345 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; #1345 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage > Carry-Ons; Average Customer Review: 11 customer reviews,5 star (55%),4 star (27%),3 star (9%),N/A,1 star (9%)
Oceanic,Oceanic Mesh Duffel Bag,44.95,,2 customer reviews,5.0 out of 5 stars,NA,Product Dimensions:  14 x 10 x 3 inches; Shipping Weight:  2.5 pounds (View shipping rates and policies); ASIN:  B01I47V9SM; ; Item model number:  17.4774.07; Date first available at Amazon.com:  July 7 2016; Amazon Best Sellers Rank:  #531617 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#812 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #812 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 2 customer reviews,5 star (100%),N/A,N/A,N/A,N/A
,J World New York Ziton 30 Inch Stand up Rolling Duffel,52.49,Black; Navy,NA,NA,NA,Product Dimensions:  29.5 x 14.5 x 14 inches; Shipping Weight:  8.45 pounds (View shipping rates and policies); ASIN:  B01M5BEI1Y; ; Item model number:  SDS-09 BLACK; Date first available at Amazon.com:  November 3 2016; Amazon Best Sellers Rank:  #929645 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1309 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1309 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
ENTESI,Travel Duffel Bagwaterproof Lightweight Foldable Large Capacity Canvas Luggage Bag Tote Carry on Storage Bag,11.99,Gray; terracotta,18 customer reviews,4.3 out of 5 stars,NA,Package Dimensions:  12.2 x 9.6 x 3.2 inches; Shipping Weight:  11.7 ounces (View shipping rates and policies); ASIN:  B06XSHR7N1; ; Date first available at Amazon.com:  March 22 2017; Amazon Best Sellers Rank:  #527354 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#808 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #808 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 18 customer reviews,5 star (67%),4 star (17%),3 star (11%),2 star (5%),N/A
LBX TACTICAL,LBX TACTICAL Wheeled Loadout Bag Ranger Green Large,299.95,,NA,NA,NA,Item Weight:  5 pounds; Shipping Weight:  20 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; ASIN:  B01G7IQW50; Item model number:  LBX-0310RG; Average Customer Review:  Be the first to review this item; Amazon Best Sellers Rank:  #143795 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#579 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #579 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels,N/A,N/A,N/A,N/A,N/A
Col. Littleton,Leather Grip Brown Travel Bag Carry on Luggage Weekender Duffle USA Made No. 3,930.00,,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  21 x 9 x 11 inches; Shipping Weight:  6.2 pounds (View shipping rates and policies); ASIN:  B00IKW8HIM; ; Item model number:  LG3; Date first available at Amazon.com:  February 22 2014; Amazon Best Sellers Rank:  #2611356 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#3434 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #3434 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
,Fred Perry Men's Saffiano Overnight Bag,134.03,,NA,NA,NA,Package Dimensions:  23.1 x 13.3 x 3.1 inches; Shipping Weight:  3.1 pounds (View shipping rates and policies); ASIN:  B075N94RC3; ; Item model number:  L3205; Date first available at Amazon.com:  November 24 2017; Amazon Best Sellers Rank:  #1898980 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2583 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2583 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
,J World New York Molly Duffel Bag,14.62,Autumn; English Rose; Poppy Pansy; Tweet,4 customer reviews,4.8 out of 5 stars,NA,Product Dimensions:  7.5 x 17.5 x 10.5 inches; Shipping Weight:  3 pounds (View shipping rates and policies); ASIN:  B01356RXQ4; ; Item model number:  FTK-17 ENGLISH ROSE; Date first available at Amazon.com:  July 31 2015; Amazon Best Sellers Rank:  #875866 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1236 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #1236 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 4 customer reviews,5 star (75%),4 star (25%),N/A,N/A,N/A
Rioni Signature,Rioni Signature - Large Duffel Roller(st-20116),290.00,,3 customer reviews,5.0 out of 5 stars,NA,Shipping Weight:  6 pounds (View shipping rates and policies); ASIN:  B001TYI2VK; ; Item model number:  ST-20116; Date first available at Amazon.com:  February 24 2009; Amazon Best Sellers Rank:  #1755105 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2414 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2414 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 3 customer reviews,5 star (100%),N/A,N/A,N/A,N/A
handolederco.,Handolederco. 21 Inch Square Duffel Travel Gym Sports Overnight Weekend Leather Bag,69.99,,3 customer reviews,4.2 out of 5 stars,NA,Product Dimensions:  21 x 9 x 11 inches; Shipping Weight:  2.2 pounds (View shipping rates and policies); ASIN:  B01N32USVF; ; Item model number:  LYSB01N32USVF-OFFSUPPLIES; Date first available at Amazon.com:  January 11 2017; Amazon Best Sellers Rank:  #1460065 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2043 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2043 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 3 customer reviews,5 star (67%),N/A,3 star (33%),N/A,N/A
Time Resistance,Brown Full Grain Leather Small Duffel Bag Gym Bag Weekend Bag Overnight Unisex - Time Resistance,221.00,,1 customer review,5.0 out of 5 stars,NA,Product Dimensions:  16.5 x 9.1 x 9.8 inches; Shipping Weight:  3.7 pounds (View shipping rates and policies); ASIN:  B01D7BTAHC; ; Item model number:  5192101; Date first available at Amazon.com:  March 22 2016; Amazon Best Sellers Rank:  #1590337 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#2227 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #2227 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 1 customer review,5 star (100%),N/A,N/A,N/A,N/A
VS Pink,Victoria's Secret NEW Pink Duffle & Water Bottle Set,NA,Black/White; Neon Coral,NA,NA,NA,Product Dimensions:  21.5 x 11.5 x 11.5 inches; Shipping Weight:  12.8 ounces; ASIN:  B074KSJTQN; ; Date first available at Amazon.com:  August 3 2017; Amazon Best Sellers Rank:  #929664 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry); Average Customer Review:  Be the first to review this item,N/A,N/A,N/A,N/A,N/A
